nombre_grada,nombre_recinto,num_localidades,precio_grada
Grada Norte Tribuna,Estadio La Cartuja tzkkpjjgpe,18,89
Grada Norte Sector,Estadio La Cartuja wsnxelpnnv,28,20
Grada Azul Zona,Estadio La Cartuja wsnxelpnnv,38,62
Grada Este Grada,Estadio La Cartuja wsnxelpnnv,46,31
Grada Verde Tribuna,Estadio La Romareda fvqatevehw,45,73
Grada Amarilla Sector,Estadio La Romareda fvqatevehw,10,62
Grada Amarilla Tribuna,Estadio La Romareda fvqatevehw,26,97
Grada Azul Tribuna,Estadio La Romareda ocbfoatxba,46,90
Grada Este Sector,Estadio La Romareda ocbfoatxba,19,32
Grada Blanca Sector,Estadio La Romareda zjuztphojz,41,75
Grada Norte Sector,Estadio M. Alemán Valdés hjzowzuzws,25,88
Grada Blanca Tribuna,Estadio M. Alemán Valdés ydjktglzkr,42,87
Grada Este Tribuna,Estadio M. Alemán Valdés ydjktglzkr,31,42
Grada Verde Zona,Estádio Machado awwscychbl,16,12
Grada Norte Sector,Estádio Machado awwscychbl,6,29
Grada Blanca Sector,Estádio Magalhães Pinto fanljolxcr,42,94
Grada Oeste Sector,Estádio Magalhães Pinto fanljolxcr,29,20
Grada Roja Zona,Estádio Manoel Barradas dcbojgstky,12,75
Grada Oeste Grada,Estádio Manoel Barradas dcbojgstky,14,97
Grada Sur Grada,Estádio Mario Helênio eelzdubawi,13,35
Grada Blanca Sector,Estádio Mario Helênio eelzdubawi,25,19
Grada Roja Sector,Estádio Mario Helênio eelzdubawi,8,76
Grada Este Sector,Estádio Mario Helênio eygmmzukki,3,65
Grada Sur Sector,Estadio Mestalla frikfpomrt,6,53
Grada Azul Zona,Estadio Mestalla frikfpomrt,8,70
Grada Roja Tribuna,Estadio Mestalla frikfpomrt,2,100
Grada Norte Sector,Estadio Mestalla gsiyhamvjq,12,46
Grada Este Zona,Estadio Mestalla gsiyhamvjq,29,33
Grada Negra Sector,Estadio Mestalla gsiyhamvjq,37,41
Grada Oeste Zona,Estadio Metropolitano anfonmbagq,19,33
Grada Sur Sector,Estadio Metropolitano ihugtsmcih,16,100
Grada Negra Grada,Estadio Metropolitano ihugtsmcih,14,92
Grada Blanca Sector,Estadio Metropolitano voswiuhwex,3,53
Grada Azul Grada,Estadio Modelo A. Spencer brvhdwglhg,19,82
Grada Sur Grada,Estadio Modelo A. Spencer cwzarlqlbg,15,44
Grada Oeste Grada,Estadio Monumental U eqgmcueldp,47,82
Grada Amarilla Tribuna,Estadio Monumental U rgiolblcdc,6,90
Grada Verde Sector,Estadio Monumental U rgiolblcdc,7,17
Grada Norte Zona,Estadio Monumental U yxfzdgjrzx,17,34
Grada Azul Sector,Estadio Morelos dhlfrqvbeu,40,99
Grada Oeste Sector,Estadio Morelos dhlfrqvbeu,42,39
Grada Este Sector,Estadio Morelos dhlfrqvbeu,1,54
Grada Norte Sector,Estadio Morelos gstqlemdnl,9,92
Grada Negra Sector,Estadio Morelos gstqlemdnl,41,34
Grada Roja Grada,Estadio Morelos gstqlemdnl,17,61
Grada Norte Sector,Estadio Nacional akotyprfox,36,34
Grada Blanca Sector,Estádio Nacional cyitjdhkeu,32,54
Grada Verde Zona,Estadio Nacional edndugxiui,40,66
Grada Oeste Sector,Estadio Nacional edndugxiui,45,56
Grada Sur Zona,Estadio Nacional fhclyotcll,40,68
Grada Oeste Sector,Estadio Nacional fhclyotcll,40,73
Grada Este Zona,Estadio Nacional fhclyotcll,28,87
Grada Negra Grada,Estádio Nacional hqlxxalssy,4,66
Grada Amarilla Sector,Estádio Nacional lwcattlima,4,21
Grada Verde Grada,Estádio Nacional lwcattlima,28,42
Grada Norte Tribuna,Estádio Nacional lwcattlima,46,10
Grada Azul Zona,Estadio Nacional mfckeijcpp,40,95
Grada Este Zona,Estadio Nueva Condomina krpmoycsir,37,43
Grada Oeste Sector,Estadio Nueva Condomina krpmoycsir,24,62
Grada Oeste Grada,Estadio Nueva España ebiedcgkvr,29,62
Grada Negra Sector,Estadio Nueva España mxbmxbznai,36,24
Grada Este Zona,Estadio Nueva España oeptvwkpvd,42,79
Grada Este Sector,Estadio Nueva España qbdpfmaasr,33,75
Grada Azul Grada,Estadio Nueva España qbdpfmaasr,18,87
Grada Amarilla Zona,Estadio Nueva España wsqhqjails,43,62
Grada Este Sector,Estádio O Amigão czmciezqno,11,24
Grada Norte Tribuna,Estádio O Amigão czmciezqno,9,15
Grada Roja Sector,Estádio O Amigão fzzybqbszj,32,55
Grada Verde Tribuna,Estádio O Amigão fzzybqbszj,38,53
Grada Negra Tribuna,Estádio O Amigão lsocuyktuc,4,100
Grada Este Sector,Estádio O Amigão lsocuyktuc,31,93
Grada Blanca Grada,Estádio O Amigão yswpbkqqyh,32,32
Grada Roja Sector,Estádio O Amigão yswpbkqqyh,18,63
Grada Norte Zona,Estádio O Amigão yswpbkqqyh,23,15
Grada Verde Zona,Estadio Omnilife nppmiqqlsn,39,62
Grada Sur Sector,Estadio Omnilife nppmiqqlsn,36,14
Grada Verde Tribuna,Estadio Omnilife nppmiqqlsn,23,36
Grada Amarilla Sector,Estadio Omnilife ozqaxvdnjz,6,94
Grada Blanca Grada,Estadio Omnilife ozqaxvdnjz,41,57
Grada Norte Grada,Estadio Omnilife xmjpvllpdf,21,49
Grada Norte Grada,Estadio Panamericano avceolsizo,36,69
Grada Blanca Tribuna,Estadio Panamericano avceolsizo,6,31
Grada Este Tribuna,Estadio Panamericano avceolsizo,15,10
Grada Amarilla Zona,Estadio Panamericano gaqwkcbvgw,39,94
Grada Azul Tribuna,Estadio Panamericano gaqwkcbvgw,50,90
Grada Norte Sector,Estadio Panamericano gaqwkcbvgw,24,50
Grada Verde Grada,Estadio Panamericano nhdrxgrauf,32,21
Grada Oeste Tribuna,Estadio Panamericano nhdrxgrauf,15,99
Grada Blanca Grada,Estadio Panamericano nhdrxgrauf,25,10
Grada Oeste Sector,Estadio Panamericano nsvfrogusc,22,60
Grada Azul Zona,Estadio Pedro Bidegaín hrqimcjsco,32,99
Grada Oeste Sector,Estadio Pedro Bidegaín nflkxnpyxk,18,22
Grada Sur Grada,Estadio Pedro Bidegaín nflkxnpyxk,27,44
Grada Este Sector,Estadio Pedro Bidegaín nflkxnpyxk,31,67
Grada Blanca Grada,Estádio Plácido Castelo sxgcjpxwbm,22,33
Grada Verde Zona,Estádio Plácido Castelo sxgcjpxwbm,38,54
Grada Sur Zona,Estádio Roberto Santos knfofgqzbf,4,85
Grada Este Tribuna,Estádio Roberto Santos knfofgqzbf,40,99
Grada Norte Grada,Estádio Roberto Santos lsgzapmmuy,26,19
Grada Sur Sector,Estádio Roberto Santos lsgzapmmuy,16,32
Grada Oeste Grada,Estádio Roberto Santos lsgzapmmuy,45,93
Grada Sur Sector,Estádio Roberto Santos urydkbzsty,36,19
Grada Negra Grada,Estádio Roberto Santos urydkbzsty,1,83
Grada Blanca Sector,Estadio San Mamés jkqfgbniof,5,49
Grada Norte Grada,Estadio San Mamés jkqfgbniof,31,25
Grada Norte Sector,Estadio San Mamés jyoaomfvzg,21,44
Grada Amarilla Sector,Estadio San Mamés jyoaomfvzg,8,32
Grada Roja Grada,Estadio San Mamés jyoaomfvzg,7,81
Grada Negra Zona,Estadio Tecnologico vqpmestyaq,35,69
Grada Este Zona,Estadio Universitario chtgnjikvh,9,64
Grada Blanca Sector,Estadio Universitario myzsxzshsj,50,18
Grada Sur Tribuna,Estadio Universitario myzsxzshsj,2,49
Grada Verde Grada,Estadio Universitario rcjzqnbfnt,50,91
Grada Este Tribuna,Estádio Vivaldo Lima jeogkhwqvu,28,44
Grada Azul Zona,Estádio Vivaldo Lima kdoaxwqjwl,44,100
Grada Azul Sector,Estádio Vivaldo Lima kdoaxwqjwl,15,59
Grada Este Grada,Estádio Vivaldo Lima kdoaxwqjwl,13,97
Grada Roja Sector,Estádio Vivaldo Lima tktjjvdhmg,13,80
Grada Blanca Sector,Etihad Stadium xumsrbqksv,1,43
Grada Azul Sector,Etihad Stadium xumsrbqksv,28,76
Grada Este Tribuna,Etihad Stadium xumsrbqksv,14,43
Grada Negra Grada,EverBank Field uiwzjhoklq,8,70
Grada Negra Sector,EverBank Field uiwzjhoklq,4,29
Grada Sur Sector,EverBank Field uiwzjhoklq,27,28
Grada Verde Zona,EverBank Field xlhxpmxehr,31,98
Grada Este Tribuna,Ewood Park acxprjagvx,25,52
Grada Azul Sector,Ewood Park bmptzatpty,29,88
Grada Negra Grada,Ewood Park bmptzatpty,48,45
Grada Norte Grada,Ewood Park jwhocyyrmb,39,92
Grada Roja Sector,Ewood Park jwhocyyrmb,33,13
Grada Oeste Grada,Ewood Park jwhocyyrmb,12,88
Grada Oeste Zona,Ewood Park kziawssect,3,81
Grada Sur Grada,Ewood Park kziawssect,33,94
Grada Amarilla Grada,Ewood Park kziawssect,10,63
Grada Sur Sector,Ewood Park nqgystxlgs,8,84
Grada Amarilla Grada,Ewood Park nqgystxlgs,37,92
Grada Este Sector,Faurot Field autyrekqao,25,59
Grada Roja Sector,Faurot Field fkvjrymxhv,17,64
Grada Azul Tribuna,Faurot Field fkvjrymxhv,42,28
Grada Azul Grada,Faurot Field hqpdlzwqar,44,23
Grada Sur Sector,Faurot Field ottkdirucz,24,62
Grada Oeste Grada,Faurot Field ottkdirucz,49,29
Grada Negra Sector,Félix Houphouet-Boigny omeoefrrdy,39,21
Grada Sur Sector,Félix Houphouet-Boigny zqetqkcdah,35,21
Grada Verde Grada,Félix Houphouet-Boigny zqetqkcdah,21,23
Grada Norte Tribuna,Fengtai Stadium jmossgztvs,38,34
Grada Azul Grada,Fengtai Stadium jmossgztvs,9,97
Grada Oeste Tribuna,Fengtai Stadium jmossgztvs,48,53
Grada Roja Tribuna,Fengtai Stadium lldccachoy,33,38
Grada Blanca Grada,Fengtai Stadium qbpchlrzwh,16,19
Grada Roja Tribuna,Fenway Park fflhyzqrem,15,47
Grada Este Grada,Fenway Park fflhyzqrem,32,36
Grada Negra Sector,Fenway Park hlccdnlswt,24,30
Grada Oeste Zona,Fenway Park hlccdnlswt,48,66
Grada Este Zona,Fenway Park hlccdnlswt,41,44
Grada Azul Zona,Fenway Park kphfbsquiq,41,20
Grada Roja Sector,Fernanda Pires da Silva cgundgsjbt,43,25
Grada Norte Tribuna,Fernanda Pires da Silva cgundgsjbt,18,47
Grada Verde Zona,Fernanda Pires da Silva jzbskmhxyo,46,24
Grada Este Sector,Fernanda Pires da Silva jzbskmhxyo,17,31
Grada Roja Grada,Fernanda Pires da Silva jzbskmhxyo,36,60
Grada Negra Zona,Fernanda Pires da Silva terwmetbuv,10,77
Grada Este Sector,Fernanda Pires da Silva uvxgmoheir,41,38
Grada Norte Zona,Fernanda Pires da Silva uvxgmoheir,47,99
Grada Norte Tribuna,Feroz Shah Kotla qdvlpfvlzf,32,34
Grada Roja Tribuna,Feroz Shah Kotla qdvlpfvlzf,41,93
Grada Azul Sector,Feroz Shah Kotla yirxlvktmn,6,55
Grada Roja Zona,Fitzgerald Stadium nfrqdmenwb,21,67
Grada Norte Sector,Fitzgerald Stadium ojzxffgqvv,8,21
Grada Norte Tribuna,Fitzgerald Stadium ojzxffgqvv,24,61
Grada Amarilla Grada,Fitzgerald Stadium ojzxffgqvv,39,82
Grada Blanca Tribuna,Flemington Racecourse rediaqojjh,7,99
Grada Verde Zona,Flemington Racecourse rediaqojjh,19,63
Grada Roja Sector,Florida Citrus Bowl fhkfpcgylw,28,85
Grada Sur Zona,Florida Citrus Bowl fhkfpcgylw,47,76
Grada Azul Sector,Florida Citrus Bowl typgqdcwcc,50,40
Grada Amarilla Sector,Florida Citrus Bowl typgqdcwcc,13,10
Grada Roja Sector,Florida Citrus Bowl wqdqpveeyc,14,91
Grada Norte Sector,Florida Citrus Bowl wqdqpveeyc,37,32
Grada Verde Tribuna,Florida Citrus Bowl wqdqpveeyc,36,81
Grada Amarilla Tribuna,Floyd Casey Stadium htggvrputk,9,30
Grada Roja Zona,Floyd Casey Stadium htggvrputk,32,50
Grada Norte Sector,Floyd Casey Stadium lelqotpgfp,28,31
Grada Blanca Zona,Floyd Casey Stadium lelqotpgfp,11,16
Grada Norte Zona,Floyd Casey Stadium lelqotpgfp,24,29
Grada Este Grada,Floyd Casey Stadium oxadjaxdgl,12,75
Grada Sur Zona,Floyd Casey Stadium oxadjaxdgl,14,21
Grada Este Sector,Floyd Casey Stadium oxadjaxdgl,29,73
Grada Norte Sector,Floyd Stadium iqxxvvalnq,34,100
Grada Norte Sector,Floyd Stadium oqgostnnbo,44,79
Grada Blanca Sector,Floyd Stadium oqgostnnbo,18,16
Grada Amarilla Grada,Floyd Stadium oqgostnnbo,11,82
Grada Blanca Sector,Floyd Stadium pppiocvpsf,12,50
Grada Sur Tribuna,Floyd Stadium wzmkooymbf,9,50
Grada Oeste Sector,Floyd Stadium wzmkooymbf,30,65
Grada Amarilla Sector,Folsom Field Stadium cbjgyfvwkl,39,50
Grada Sur Grada,Folsom Field Stadium cbjgyfvwkl,49,88
Grada Blanca Tribuna,Folsom Field Stadium mcxsqvkpnm,38,68
Grada Negra Sector,Folsom Field Stadium mcxsqvkpnm,22,15
Grada Azul Grada,Folsom Field Stadium psqxdtyrtv,32,85
Grada Negra Tribuna,Folsom Field Stadium psqxdtyrtv,15,53
Grada Norte Grada,Folsom Field Stadium psqxdtyrtv,15,57
Grada Roja Tribuna,Ford Field mdbzhxfadw,41,81
Grada Negra Zona,Ford Field mdbzhxfadw,1,63
Grada Sur Zona,Ford Field rsvrzhprdp,11,78
Grada Roja Grada,Ford Field rsvrzhprdp,1,10
Grada Azul Grada,Ford Field uihojaatkv,46,79
Grada Amarilla Zona,Forsyth Barr Stadium dgxusxhoqd,31,43
Grada Este Zona,Forsyth Barr Stadium dgxusxhoqd,18,60
Grada Verde Sector,Forsyth Barr Stadium fiozegxrno,30,75
Grada Sur Sector,Forsyth Barr Stadium qpjantprtb,8,61
Grada Blanca Zona,Franklin Field azpiwnuvew,37,99
Grada Roja Zona,Franklin Field azpiwnuvew,48,62
Grada Azul Tribuna,Franklin Field azpiwnuvew,3,17
Grada Negra Sector,Franklin Field obdthondml,15,64
Grada Sur Sector,Franklin Field obdthondml,46,73
Grada Oeste Grada,Franklin Field obdthondml,22,16
Grada Verde Tribuna,Franklin Field tfgmzgsgvs,24,90
Grada Sur Tribuna,Franklin Field tfgmzgsgvs,34,12
Grada Amarilla Grada,Fred Yager Stadium avkvjpnzow,7,43
Grada Amarilla Sector,Fred Yager Stadium avkvjpnzow,4,68
Grada Sur Tribuna,Friends Arena fxkejutpkn,45,47
Grada Azul Sector,Friends Arena ykowlilyam,9,69
Grada Roja Sector,Friends Arena ykowlilyam,35,41
Grada Roja Sector,Fritz Walter Stadion kwppogzvus,41,66
Grada Oeste Sector,Fritz Walter Stadion kwppogzvus,32,68
Grada Este Sector,Fritz Walter Stadion kwppogzvus,1,55
Grada Este Tribuna,Fritz Walter Stadion mmnawbwkov,40,16
Grada Amarilla Tribuna,Fritz Walter Stadion mmnawbwkov,22,28
Grada Negra Zona,Fritz Walter Stadion vtbtbbzdfo,18,32
Grada Roja Sector,Fritz Walter Stadion vtbtbbzdfo,45,20
Grada Roja Tribuna,Fukuoka Dome awgzisrqwy,48,83
Grada Roja Sector,Fukuoka Dome awgzisrqwy,9,51
Grada Azul Sector,Fukuoka Dome ccmxhqvzqf,23,35
Grada Azul Tribuna,Fukuoka Dome ccmxhqvzqf,32,96
Grada Este Tribuna,Fukuoka Dome eepktwloif,39,88
Grada Azul Tribuna,Fukuoka Dome eepktwloif,43,28
Grada Azul Sector,Fukuoka Dome htqlwkeppm,37,55
Grada Norte Grada,Fukuoka Dome htqlwkeppm,33,44
Grada Sur Tribuna,Fukuoka Dome slqikeossk,7,45
Grada Blanca Sector,Fukuoka Dome slqikeossk,20,75
Grada Este Tribuna,Fukuoka Dome slqikeossk,7,39
Grada Este Tribuna,Fukuoka Dome stlzdzoezq,19,57
Grada Oeste Grada,Fukuoka Dome stlzdzoezq,26,69
Grada Oeste Sector,Fukushima Racecourse qztimwzama,4,32
Grada Roja Grada,Fukushima Racecourse qztimwzama,21,34
Grada Azul Grada,Gadaffi Hockey Stadium gwzvuoejcm,17,95
Grada Oeste Tribuna,Gadaffi Hockey Stadium gwzvuoejcm,12,80
Grada Oeste Sector,Gadaffi Hockey Stadium gwzvuoejcm,25,29
Grada Oeste Grada,Gadaffi Hockey Stadium ielvileemc,41,60
Grada Amarilla Zona,Gadaffi Hockey Stadium vhhzmsyvli,15,85
Grada Azul Zona,Gadaffi Hockey Stadium vhhzmsyvli,38,95
Grada Sur Sector,Gadaffi Hockey Stadium vhhzmsyvli,48,46
Grada Este Sector,Gaelic Grounds ejqdegpxoi,12,20
Grada Roja Tribuna,Gaelic Grounds ejqdegpxoi,9,50
Grada Verde Sector,Gaelic Grounds ejqdegpxoi,31,29
Grada Sur Sector,Gaelic Grounds gpeiceflrk,43,20
Grada Amarilla Grada,Gaelic Grounds gpeiceflrk,4,15
Grada Verde Sector,Gaelic Grounds lcfkqoatid,38,15
Grada Azul Sector,Gaelic Grounds pkbjeqgmgi,9,88
Grada Este Sector,Gateway Int'l Raceway bjcxfhxbfd,16,90
Grada Norte Zona,Gateway Int'l Raceway pmcpgjgnlh,35,67
Grada Este Sector,Gateway Int'l Raceway pmcpgjgnlh,49,98
Grada Roja Tribuna,Gateway Int'l Raceway stnhmdwqju,4,46
Grada Azul Sector,Gateway Int'l Raceway stnhmdwqju,44,30
Grada Norte Sector,Gateway Stadium jmmrburryb,40,55
Grada Roja Sector,Gateway Stadium jmmrburryb,38,49
Grada Negra Sector,Gateway Stadium jmmrburryb,44,93
Grada Este Grada,Gateway Stadium myuvbjgygs,2,57
Grada Verde Zona,Gateway Stadium tceuabkrin,10,98
Grada Este Grada,Gaylord Family Stadium qvdllbhufb,46,33
Grada Roja Grada,Gaylord Family Stadium uzxmybhhep,35,26
Grada Oeste Tribuna,Gaylord Family Stadium uzxmybhhep,44,82
Grada Amarilla Zona,Gedebage Stadium fxsalxcehj,36,18
Grada Sur Grada,Gedebage Stadium fxsalxcehj,43,37
Grada Roja Zona,Gedebage Stadium fxsalxcehj,21,53
Grada Norte Zona,Gedebage Stadium hdxldcixwq,43,41
Grada Azul Tribuna,Gedebage Stadium hdxldcixwq,33,74
Grada Blanca Sector,Gedebage Stadium hdxldcixwq,30,23
Grada Oeste Sector,Gedebage Stadium toqnpnhkms,20,86
Grada Negra Tribuna,Gedebage Stadium toqnpnhkms,33,67
Grada Blanca Sector,Georgia Dome nypsxlaadb,45,98
Grada Oeste Tribuna,Gerald J. Ford Stadium mhgxmymcpr,4,59
Grada Norte Sector,Gerald J. Ford Stadium mhgxmymcpr,28,77
Grada Sur Sector,Gerald J. Ford Stadium zrmfnlsbgw,26,44
Grada Este Zona,Gerald J. Ford Stadium zrmfnlsbgw,11,51
Grada Amarilla Tribuna,Gerald J. Ford Stadium zrmfnlsbgw,27,57
Grada Sur Sector,Ghadir Stadium nyysfxqmrh,48,22
Grada Blanca Sector,Ghadir Stadium voudjgmdhs,28,91
Grada Negra Tribuna,Ghadir Stadium voudjgmdhs,40,42
Grada Amarilla Sector,Ghadir Stadium ymvnpjlrro,50,75
Grada Sur Sector,Ghadir Stadium ymvnpjlrro,10,73
Grada Amarilla Grada,Ghadir Stadium ymvnpjlrro,18,21
Grada Amarilla Tribuna,Gillette Stadium cfvsvseavi,36,43
Grada Oeste Zona,Gillette Stadium cfvsvseavi,23,33
Grada Sur Zona,Gillette Stadium kekxfviikv,38,33
Grada Amarilla Sector,Gillette Stadium kekxfviikv,50,23
Grada Este Sector,Gillette Stadium kekxfviikv,7,93
Grada Este Sector,Glücksgas Stadion ggqqedpsvq,5,61
Grada Sur Sector,Glücksgas Stadion ggqqedpsvq,42,96
Grada Azul Sector,Glücksgas Stadion ggqqedpsvq,19,40
Grada Roja Sector,Glücksgas Stadion hndrpkzrhg,17,80
Grada Amarilla Sector,Glücksgas Stadion hndrpkzrhg,17,29
Grada Norte Zona,Glücksgas Stadion hndrpkzrhg,1,68
Grada Azul Tribuna,Goodison Park agtpguejoe,31,54
Grada Amarilla Sector,Goodison Park crctvmnsnq,20,95
Grada Negra Tribuna,Goodison Park crctvmnsnq,28,18
Grada Norte Zona,Goodison Park rheeiuebpk,9,29
Grada Sur Zona,Goodison Park rheeiuebpk,42,40
Grada Azul Sector,Goodison Park rheeiuebpk,47,59
Grada Este Sector,Grand Stade de Marrakech iqhxghdwhq,23,19
Grada Verde Sector,Grand Stade de Marrakech iqhxghdwhq,42,62
Grada Azul Sector,Grand Stade de Marrakech lllbndnmnh,36,34
Grada Oeste Sector,Grand Stade de Marrakech ocupqibbby,9,60
Grada Oeste Zona,Grand Stade de Marrakech wnwtixjyxk,8,99
Grada Azul Zona,Grand Stade de Tanger cqyoykehll,41,63
Grada Norte Tribuna,Grand Stade de Tanger cqyoykehll,5,11
Grada Amarilla Grada,Grand Stade de Tanger cqyoykehll,2,79
Grada Negra Tribuna,Grolsch Veste jebfunwdye,2,39
Grada Negra Grada,Grolsch Veste jebfunwdye,18,74
Grada Oeste Sector,Guangdong Stadium jboxmfovlc,38,74
Grada Este Tribuna,Guangdong Stadium jboxmfovlc,43,27
Grada Este Sector,Guangdong Stadium tzufxfsqof,23,49
Grada Roja Zona,Guangdong Stadium tzufxfsqof,37,97
Grada Oeste Sector,Guangdong Stadium tzufxfsqof,48,85
Grada Verde Sector,Guangdong Stadium zovrrribsw,4,45
Grada Oeste Grada,Hampden Park cydelbkbfq,1,46
Grada Norte Sector,Hampden Park cydelbkbfq,2,34
Grada Sur Tribuna,Hanshin Racecourse enmhiyvmbt,23,48
Grada Amarilla Sector,Hanshin Racecourse enmhiyvmbt,45,55
Grada Amarilla Sector,Hanshin Racecourse mcvjaxtttr,22,76
Grada Azul Tribuna,Hanshin Racecourse pjsykdggwa,28,48
Grada Amarilla Sector,Hanshin Racecourse pjsykdggwa,20,59
Grada Verde Zona,Hanshin Racecourse pjsykdggwa,12,99
Grada Oeste Grada,Hanshin Racecourse vlcmelqglk,3,23
Grada Amarilla Tribuna,Harvard Stadium eusovolfob,29,25
Grada Azul Sector,Harvard Stadium eusovolfob,39,13
Grada Roja Tribuna,Harvard Stadium eusovolfob,21,35
Grada Azul Grada,Harvard Stadium lpikaurycy,15,76
Grada Roja Tribuna,Harvard Stadium lpikaurycy,27,95
Grada Azul Sector,Harvard Stadium lpikaurycy,14,29
Grada Oeste Zona,Harvard Stadium rrfovycyts,37,52
Grada Verde Sector,Harvard Stadium rrfovycyts,26,45
Grada Este Tribuna,Harvard Stadium rrfovycyts,33,52
Grada Amarilla Sector,Heinz Field zrtduyoioq,36,31
Grada Blanca Grada,Hernan Ramirez Villegas lmnmehcsxi,2,53
Grada Amarilla Grada,Hernan Ramirez Villegas lmnmehcsxi,28,58
Grada Blanca Sector,Hernan Ramirez Villegas lmnmehcsxi,28,18
Grada Oeste Tribuna,HH Humphrey Metrodome rlbwbrmdbd,10,58
Grada Norte Sector,HH Humphrey Metrodome rlbwbrmdbd,48,45
Grada Negra Zona,HH Humphrey Metrodome rlbwbrmdbd,31,34
Grada Norte Zona,HH Humphrey Metrodome ukirbjwmnu,25,62
Grada Amarilla Grada,HH Humphrey Metrodome ukirbjwmnu,16,20
Grada Amarilla Tribuna,Hillsborough dqdpbqrnry,7,47
Grada Este Sector,Hillsborough dqdpbqrnry,40,79
Grada Norte Zona,Hillsborough gwpzgwyjgu,21,83
Grada Roja Zona,Hillsborough gwpzgwyjgu,17,41
Grada Este Grada,Hillsborough gwpzgwyjgu,12,59
Grada Blanca Sector,Hillsborough hvgnrwejpg,44,100
Grada Oeste Sector,Hillsborough hvgnrwejpg,36,10
Grada Norte Sector,Hillsborough idenkrxest,47,22
Grada Verde Zona,Hillsborough idenkrxest,35,75
Grada Negra Grada,Hillsborough idenkrxest,45,31
Grada Azul Zona,Hillsborough kznhoibsdi,41,66
Grada Este Sector,Hillsborough kznhoibsdi,9,10
Grada Azul Sector,Hipódromo Argentino euywbgjkhf,29,12
Grada Verde Zona,Hipódromo Argentino gfwaiawxtf,28,44
Grada Norte Zona,Hipódromo Argentino lppcgpjmyp,19,16
Grada Sur Zona,Hipódromo Argentino lppcgpjmyp,14,94
Grada Este Sector,Hipódromo Argentino lppcgpjmyp,21,96
Grada Azul Tribuna,Hipódromo Argentino miwkvimsdv,42,95
Grada Norte Sector,Hipódromo Argentino miwkvimsdv,29,23
Grada Roja Tribuna,Hipódromo da Gávea cxhdxeazrj,5,26
Grada Azul Sector,Hipódromo da Gávea cxhdxeazrj,46,29
Grada Este Sector,Hipódromo da Gávea qngvpfggay,2,17
Grada Oeste Zona,Hipódromo da Gávea yuanflayla,8,57
Grada Verde Tribuna,Hipódromo da Gávea yuanflayla,8,89
Grada Negra Sector,Hipódromo de San Isidro bdqnysthvx,24,53
Grada Sur Zona,Hipódromo de San Isidro bdqnysthvx,31,63
Grada Amarilla Zona,Hipódromo de San Isidro omjerkpiar,50,10
Grada Negra Tribuna,Hipódromo de San Isidro omjerkpiar,38,28
Grada Este Sector,Hippodrome d'Auteuil dtmgtazmpe,14,52
Grada Verde Sector,Hippodrome d'Auteuil dtmgtazmpe,33,81
Grada Verde Grada,Hippodrome d'Auteuil tcxzsglzed,35,56
Grada Norte Tribuna,Hippodrome d'Auteuil tcxzsglzed,9,15
Grada Verde Tribuna,Hippodrome d'Auteuil tcxzsglzed,40,42
Grada Norte Sector,Hippodrome d'Auteuil vqiuahbxhj,19,71
Grada Sur Sector,Hippodrome d'Auteuil vqiuahbxhj,13,31
Grada Roja Sector,Hippodrome d'Auteuil zeklibfopt,36,93
Grada Azul Zona,Hippodrome d'Auteuil zeklibfopt,7,51
Grada Roja Zona,Hippodrome d'Auteuil zeklibfopt,44,15
Grada Sur Sector,Hippodrome de Longchamp arcchibdvi,41,87
Grada Este Tribuna,Hippodrome de Longchamp egnllvkdju,29,98
Grada Norte Sector,Hippodrome de Longchamp egnllvkdju,44,77
Grada Amarilla Sector,Hippodrome de Longchamp tzvmzfisxy,19,54
Grada Verde Zona,Hippodrome de Vincennes asmimqyaev,6,56
Grada Negra Tribuna,Hippodrome de Vincennes asmimqyaev,13,32
Grada Azul Sector,Hippodrome de Vincennes asmimqyaev,18,10
Grada Azul Sector,Hippodrome de Vincennes ekrylobrbo,21,54
Grada Oeste Zona,Hippodrome de Vincennes ekrylobrbo,1,65
Grada Oeste Tribuna,Hippodrome de Vincennes rzqqedvnzo,13,58
Grada Amarilla Sector,Hippodrome de Vincennes rzqqedvnzo,29,73
Grada Este Sector,Hippodrome de Vincennes rzqqedvnzo,47,97
Grada Norte Grada,Hippodrome de Vincennes twmgunatyk,9,62
Grada Amarilla Sector,Hippodrome de Vincennes twmgunatyk,13,10
Grada Negra Sector,Hippodrome de Vincennes twmgunatyk,39,55
Grada Sur Grada,Hippodrome de Vincennes vvxctwrjes,26,54
Grada Sur Tribuna,Hippodrome de Vincennes vvxctwrjes,50,87
Grada Este Grada,Hippodrome de Vincennes vvxctwrjes,35,85
Grada Verde Sector,Hockenheimring vxrasazlbi,30,13
Grada Verde Sector,Hockenheimring xruyggmosp,7,24
Grada Norte Grada,Holmenkollen Stadion kxsvaethct,16,93
Grada Norte Sector,Holmenkollen Stadion kxsvaethct,42,49
Grada Norte Tribuna,Holmenkollen Stadion kxsvaethct,50,42
Grada Norte Tribuna,Holmenkollen Stadion sfmpgdafcv,20,77
Grada Roja Sector,Hongkou Stadium bokiqknrep,31,94
Grada Este Zona,Hongkou Stadium bokiqknrep,42,34
Grada Azul Zona,Hongkou Stadium bokiqknrep,43,26
Grada Negra Grada,Horner Rennbahn solkakclha,21,99
